"CMS Certification Number (CCN)","State","Percent of residents who are up-to-date on their vaccines","Percent of staff who are up-to-date on their vaccines","Date vaccination data last updated"
"045466","AR","0.0","0.0","10/27/2024"
"045467","AR","6.1","0.0","10/27/2024"
"045470","AR","30.2","0.0","10/27/2024"
"045471","AR","2.6","0.0","10/27/2024"
"045474","AR","6.2","0.0","10/27/2024"
"045475","AR","9.8","0.0","10/27/2024"
"045476","AR","0.0","0.0","10/27/2024"
"045477","AR","0.0","0.0","10/27/2024"
"04A158","AR","63.3","2.4","10/27/2024"
"04A293","AR","0.0","6.4","10/27/2024"
"055001","CA","20.3","6.4","10/27/2024"
"055002","CA","68.4","6.4","10/27/2024"
"055003","CA","74.7","4.0","10/27/2024"
"055008","CA","86.9","0.0","10/27/2024"
"055011","CA","0.0","4.6","10/27/2024"
"055013","CA","44.6","3.2","10/27/2024"
"055014","CA","40.2","19.4","10/27/2024"
"055016","CA","72.7","15.6","10/27/2024"
"055017","CA","78.4","26.0","10/27/2024"
"055022","CA","1.9","7.1","10/27/2024"
"055028","CA","67.9","17.5","10/27/2024"
"055032","CA","2.7","2.6","10/27/2024"
"055034","CA","91.1","23.9","10/27/2024"
"055036","CA","Not Available","Not Available","10/27/2024"
"055039","CA","15.9","1.1","10/27/2024"
"055041","CA","14.8","3.4","10/27/2024"
"055042","CA","52.1","27.9","10/27/2024"
"055045","CA","36.2","22.7","10/27/2024"
"055047","CA","Not Available","Not Available","10/27/2024"
"055049","CA","47.8","21.2","10/27/2024"
"055052","CA","0.0","0.0","10/27/2024"
"055056","CA","18.3","14.3","10/27/2024"
"055060","CA","27.4","0.0","10/27/2024"
"055064","CA","20.0","0.0","10/27/2024"
"055067","CA","15.1","0.0","10/27/2024"
"055070","CA","10.2","13.8","10/27/2024"
"055072","CA","43.0","0.0","10/27/2024"
"055074","CA","0.0","4.7","10/27/2024"
"055076","CA","0.0","0.0","10/27/2024"
"055077","CA","62.4","4.0","10/27/2024"
"055078","CA","0.0","0.0","10/27/2024"
"055079","CA","44.4","25.6","10/27/2024"
"055084","CA","Not Available","Not Available","10/27/2024"
"055085","CA","26.1","24.1","10/27/2024"
"055092","CA","1.8","0.0","10/27/2024"
"055093","CA","47.1","15.5","10/27/2024"
"055099","CA","0.0","4.5","10/27/2024"
"055104","CA","34.3","9.3","10/27/2024"
"055105","CA","Not Available","Not Available","10/27/2024"
"055107","CA","Not Available","Not Available","10/27/2024"
"055109","CA","61.2","6.7","10/27/2024"
"055111","CA","22.2","7.4","10/27/2024"
"055114","CA","41.9","2.5","10/27/2024"
"055115","CA","87.3","0.0","10/27/2024"
"055116","CA","64.3","1.1","10/27/2024"
"055119","CA","87.0","21.1","10/27/2024"
"055121","CA","2.8","0.0","10/27/2024"
"055123","CA","38.8","22.2","10/27/2024"
"055126","CA","75.5","3.5","10/27/2024"
"055129","CA","23.2","90.0","10/27/2024"
"055135","CA","58.6","0.0","10/27/2024"
"055136","CA","0.0","0.0","10/27/2024"
"055141","CA","4.4","2.3","10/27/2024"
"055142","CA","66.3","18.0","10/27/2024"
"055146","CA","20.2","0.0","10/27/2024"
"055147","CA","1.2","0.0","10/27/2024"
"055150","CA","14.6","9.2","10/27/2024"
"055153","CA","70.1","17.5","10/27/2024"
"055155","CA","52.5","18.6","10/27/2024"
"055156","CA","73.1","36.8","10/27/2024"
"055157","CA","21.4","8.9","10/27/2024"
"055160","CA","0.0","3.4","10/27/2024"
"055161","CA","39.3","34.5","10/27/2024"
"055162","CA","64.0","4.2","10/27/2024"
"055163","CA","Not Available","Not Available","10/27/2024"
"055167","CA","15.3","7.6","10/27/2024"
"055168","CA","56.7","12.6","10/27/2024"
"055169","CA","42.0","15.2","10/27/2024"
"055170","CA","51.6","1.8","10/27/2024"
"055173","CA","64.5","20.4","10/27/2024"
"055175","CA","60.3","11.4","10/27/2024"
"055181","CA","46.3","9.0","10/27/2024"
"055182","CA","54.0","9.0","10/27/2024"
"055183","CA","40.8","9.4","10/27/2024"
"055185","CA","36.5","3.7","10/27/2024"
"055187","CA","5.5","0.0","10/27/2024"
"055188","CA","67.5","Not Available","10/27/2024"
"055189","CA","58.2","38.9","10/27/2024"
"055191","CA","52.9","0.0","10/27/2024"
"055192","CA","31.1","1.5","10/27/2024"
"055196","CA","54.2","10.8","10/27/2024"
"055199","CA","1.7","2.6","10/27/2024"
"055201","CA","58.2","12.9","10/27/2024"
"055202","CA","26.2","0.0","10/27/2024"
"055203","CA","37.2","6.8","10/27/2024"
"055204","CA","0.0","0.0","10/27/2024"
"055206","CA","59.3","0.0","10/27/2024"
"055208","CA","41.9","17.9","10/27/2024"
"055210","CA","76.7","19.0","10/27/2024"
"055211","CA","3.9","1.8","10/27/2024"
"055212","CA","18.2","17.6","10/27/2024"
"055213","CA","42.4","6.4","10/27/2024"
"055215","CA","48.9","5.5","10/27/2024"
"055222","CA","54.0","28.6","10/27/2024"
"055223","CA","25.3","11.6","10/27/2024"
"055237","CA","42.5","22.4","10/27/2024"
"055239","CA","0.0","0.0","10/27/2024"
"055240","CA","52.5","17.6","10/27/2024"
"055241","CA","64.5","19.4","10/27/2024"
"055242","CA","24.1","3.0","10/27/2024"
"055247","CA","14.3","0.0","10/27/2024"
"055249","CA","10.3","1.8","10/27/2024"
"055252","CA","Not Available","Not Available","10/27/2024"
"055253","CA","1.3","1.8","10/27/2024"
"055255","CA","35.9","10.8","10/27/2024"
"055256","CA","58.4","1.5","10/27/2024"
"055258","CA","35.4","1.5","10/27/2024"
"055259","CA","63.2","29.9","10/27/2024"
"055261","CA","35.0","34.1","10/27/2024"
"055262","CA","26.2","8.8","10/27/2024"
"055268","CA","66.3","11.9","10/27/2024"
"055271","CA","44.3","0.0","10/27/2024"
"055276","CA","70.9","31.8","10/27/2024"
"055280","CA","12.7","0.7","10/27/2024"
"055282","CA","10.0","12.0","10/27/2024"
"055283","CA","93.8","25.8","10/27/2024"
"055286","CA","17.6","4.5","10/27/2024"
"055287","CA","38.9","6.3","10/27/2024"
"055288","CA","32.7","18.5","10/27/2024"
"055289","CA","80.0","4.4","10/27/2024"
"055292","CA","59.7","0.0","10/27/2024"
"055293","CA","26.4","7.4","10/27/2024"
"055296","CA","25.0","25.0","10/27/2024"
"055297","CA","6.2","2.0","10/27/2024"
"055298","CA","45.9","21.1","10/27/2024"
"055299","CA","0.0","0.0","10/27/2024"
"055303","CA","66.7","54.5","10/27/2024"
"055304","CA","45.6","9.7","10/27/2024"
"055305","CA","28.8","3.4","10/27/2024"
"055307","CA","44.8","2.1","10/27/2024"
"055308","CA","55.0","17.7","10/27/2024"
"055310","CA","0.0","0.0","10/27/2024"
"055311","CA","64.3","40.7","10/27/2024"
"055315","CA","81.1","66.5","10/27/2024"
"055316","CA","69.5","19.5","10/27/2024"
"055318","CA","41.3","32.1","10/27/2024"
"055322","CA","23.8","21.0","10/27/2024"
"055328","CA","47.0","0.0","10/27/2024"
"055329","CA","12.8","0.0","10/27/2024"
"055330","CA","0.0","2.2","10/27/2024"
"055331","CA","58.3","17.4","10/27/2024"
"055335","CA","5.6","8.1","10/27/2024"
"055338","CA","46.3","2.6","10/27/2024"
"055341","CA","48.4","7.3","10/27/2024"
"055342","CA","15.0","0.0","10/27/2024"
"055344","CA","Not Available","Not Available","10/27/2024"
"055350","CA","Not Available","Not Available","10/27/2024"
"055353","CA","2.9","4.9","10/27/2024"
"055356","CA","100.0","99.0","10/27/2024"
"055360","CA","48.9","4.7","10/27/2024"
"055361","CA","67.3","11.0","10/27/2024"
"055364","CA","32.9","12.6","10/27/2024"
"055367","CA","66.3","29.5","10/27/2024"
"055372","CA","23.3","9.1","10/27/2024"
"055374","CA","5.2","3.4","10/27/2024"
"055376","CA","44.0","24.3","10/27/2024"
"055387","CA","39.2","5.7","10/27/2024"
"055388","CA","Not Available","Not Available","10/27/2024"
"055394","CA","0.0","1.5","10/27/2024"
"055401","CA","52.0","10.3","10/27/2024"
"055402","CA","27.5","1.4","10/27/2024"
"055407","CA","45.3","20.0","10/27/2024"
"055408","CA","68.5","28.8","10/27/2024"
"055409","CA","35.9","0.8","10/27/2024"
"055410","CA","35.5","10.0","10/27/2024"
"055412","CA","18.4","0.0","10/27/2024"
"055417","CA","40.9","0.0","10/27/2024"
"055423","CA","38.9","4.7","10/27/2024"
"055430","CA","8.5","0.0","10/27/2024"
"055434","CA","39.1","0.0","10/27/2024"
"055435","CA","53.0","34.1","10/27/2024"
"055438","CA","72.7","1.9","10/27/2024"
"055441","CA","3.2","0.0","10/27/2024"
"055443","CA","63.6","36.8","10/27/2024"
"055446","CA","34.2","13.6","10/27/2024"
"055448","CA","0.0","6.0","10/27/2024"
"055449","CA","42.1","0.6","10/27/2024"
"055454","CA","0.0","0.0","10/27/2024"
"055457","CA","87.2","28.3","10/27/2024"
"055459","CA","16.7","1.5","10/27/2024"
"055461","CA","54.5","1.9","10/27/2024"
"055462","CA","2.3","1.3","10/27/2024"
"055464","CA","34.0","6.7","10/27/2024"
"055466","CA","77.8","0.0","10/27/2024"
"055473","CA","23.6","21.5","10/27/2024"
"055474","CA","11.8","6.6","10/27/2024"
"055475","CA","0.0","0.0","10/27/2024"
"055480","CA","42.3","3.9","10/27/2024"
"055481","CA","55.5","71.9","10/27/2024"
"055488","CA","74.7","36.6","10/27/2024"
"055489","CA","1.9","1.2","10/27/2024"
"055491","CA","37.5","11.4","10/27/2024"
"055493","CA","0.0","0.0","10/27/2024"
"055497","CA","26.4","15.2","10/27/2024"
"055499","CA","78.4","0.0","10/27/2024"
"055500","CA","0.0","1.1","10/27/2024"
"055504","CA","48.8","25.2","10/27/2024"
"055505","CA","27.5","0.0","10/27/2024"
"055508","CA","52.9","16.4","10/27/2024"
"055510","CA","42.4","7.6","10/27/2024"
"055512","CA","41.1","8.1","10/27/2024"
"055516","CA","55.9","23.6","10/27/2024"
"055517","CA","41.5","13.8","10/27/2024"
"055518","CA","39.6","16.4","10/27/2024"
"055519","CA","20.7","0.0","10/27/2024"
"055523","CA","29.4","10.1","10/27/2024"
"055525","CA","78.8","11.9","10/27/2024"
"055526","CA","37.0","0.0","10/27/2024"
"055527","CA","Not Available","Not Available","10/27/2024"
"055531","CA","40.2","3.3","10/27/2024"
"055534","CA","58.3","20.9","10/27/2024"
"055538","CA","7.7","0.0","10/27/2024"
"055539","CA","Not Available","Not Available","10/27/2024"
"055540","CA","69.6","28.6","10/27/2024"
"055541","CA","40.8","16.1","10/27/2024"
"055542","CA","40.5","2.5","10/27/2024"
"055544","CA","Not Available","Not Available","10/27/2024"
"055548","CA","11.1","3.8","10/27/2024"
"055551","CA","4.3","0.0","10/27/2024"
"055557","CA","100.0","8.7","10/27/2024"
"055559","CA","54.2","37.3","10/27/2024"
"055562","CA","Not Available","Not Available","10/27/2024"
"055563","CA","Not Available","Not Available","10/27/2024"
"055565","CA","0.0","0.0","10/27/2024"
"055566","CA","14.8","9.4","10/27/2024"
"055568","CA","50.8","0.0","10/27/2024"
"055570","CA","3.4","0.8","10/27/2024"
"055571","CA","66.9","4.3","10/27/2024"
"055573","CA","56.1","8.6","10/27/2024"
"055575","CA","4.2","4.0","10/27/2024"
"055581","CA","0.0","0.0","10/27/2024"
"055585","CA","20.9","3.2","10/27/2024"
"055597","CA","0.0","0.6","10/27/2024"
"055598","CA","66.7","0.0","10/27/2024"
"055601","CA","2.5","11.2","10/27/2024"
"055604","CA","18.1","5.4","10/27/2024"
"055608","CA","62.9","0.0","10/27/2024"
"055612","CA","34.9","0.0","10/27/2024"
"055617","CA","0.0","13.3","10/27/2024"
"055619","CA","0.0","0.0","10/27/2024"
"055622","CA","32.1","24.3","10/27/2024"
"055626","CA","0.0","0.5","10/27/2024"
"055632","CA","17.7","16.1","10/27/2024"
"055635","CA","Not Available","Not Available","10/27/2024"
"055640","CA","63.6","6.9","10/27/2024"
"055645","CA","50.4","43.6","10/27/2024"
"055646","CA","26.4","7.4","10/27/2024"
"055649","CA","0.0","0.0","10/27/2024"
"055650","CA","2.6","0.9","10/27/2024"
"055653","CA","75.6","98.2","10/27/2024"
"055656","CA","59.0","11.7","10/27/2024"
"055658","CA","Not Available","Not Available","10/27/2024"
"055662","CA","0.0","2.0","10/27/2024"
"055664","CA","19.4","13.8","10/27/2024"
"055670","CA","0.0","17.9","10/27/2024"
"055671","CA","33.3","10.0","10/27/2024"
"055674","CA","Not Available","60.7","10/27/2024"
"055677","CA","86.8","27.9","10/27/2024"
"055684","CA","79.6","28.6","10/27/2024"
"055685","CA","20.6","12.0","10/27/2024"
"055689","CA","0.0","0.0","10/27/2024"
"055693","CA","55.8","52.8","10/27/2024"
"055697","CA","14.1","0.0","10/27/2024"
"055704","CA","77.8","13.9","10/27/2024"
"055706","CA","8.3","1.4","10/27/2024"
"055707","CA","50.9","10.8","10/27/2024"
"055708","CA","5.6","1.2","10/27/2024"
"055710","CA","22.7","21.5","10/27/2024"
"055711","CA","26.8","7.5","10/27/2024"
"055715","CA","30.4","19.7","10/27/2024"
"055718","CA","72.9","0.0","10/27/2024"
"055719","CA","56.7","5.7","10/27/2024"
"055728","CA","42.4","14.6","10/27/2024"
"055733","CA","62.7","1.7","10/27/2024"
"055734","CA","32.7","19.7","10/27/2024"
"055735","CA","24.3","5.2","10/27/2024"
"055737","CA","2.3","0.0","10/27/2024"
"055739","CA","9.1","9.3","10/27/2024"
"055742","CA","Not Available","Not Available","10/27/2024"
"055744","CA","21.3","9.7","10/27/2024"
"055748","CA","21.4","2.2","10/27/2024"
"055750","CA","63.2","9.3","10/27/2024"
"055753","CA","55.7","65.9","10/27/2024"
"055755","CA","29.5","25.0","10/27/2024"
"055756","CA","48.0","7.1","10/27/2024"
"055758","CA","13.5","8.3","10/27/2024"
"055760","CA","2.1","9.5","10/27/2024"
"055761","CA","22.9","8.3","10/27/2024"
"055764","CA","77.6","14.3","10/27/2024"
"055775","CA","82.2","7.1","10/27/2024"
"055776","CA","63.6","0.0","10/27/2024"
"055795","CA","Not Available","Not Available","10/27/2024"
"055797","CA","67.6","22.8","10/27/2024"
"055798","CA","0.0","0.0","10/27/2024"
"055799","CA","Not Available","Not Available","10/27/2024"
"055800","CA","1.4","0.0","10/27/2024"
"055806","CA","42.2","2.5","10/27/2024"
"055807","CA","0.0","1.4","10/27/2024"
"055809","CA","Not Available","Not Available","10/27/2024"
"055816","CA","44.9","21.5","10/27/2024"
"055817","CA","0.0","3.5","10/27/2024"
"055818","CA","0.0","0.0","10/27/2024"
"055826","CA","2.0","0.0","10/27/2024"
"055830","CA","1.3","0.0","10/27/2024"
"055833","CA","54.5","3.8","10/27/2024"
"055839","CA","63.3","1.3","10/27/2024"
"055845","CA","7.0","0.0","10/27/2024"
"055846","CA","18.0","6.2","10/27/2024"
"055848","CA","1.2","1.8","10/27/2024"
"055849","CA","0.0","4.1","10/27/2024"
"055850","CA","78.5","62.2","10/27/2024"
"055853","CA","0.0","0.0","10/27/2024"
"055854","CA","5.4","0.0","10/27/2024"
"055855","CA","0.0","4.3","10/27/2024"
"055856","CA","50.0","0.0","10/27/2024"
"055858","CA","67.0","10.4","10/27/2024"
"055861","CA","39.4","0.0","10/27/2024"
"055862","CA","16.5","1.0","10/27/2024"
"055866","CA","23.0","9.2","10/27/2024"
"055869","CA","13.5","0.9","10/27/2024"
"055870","CA","60.2","18.1","10/27/2024"
"055871","CA","43.3","16.3","10/27/2024"
"055872","CA","50.5","2.5","10/27/2024"
"055873","CA","26.1","9.1","10/27/2024"
"055874","CA","1.1","5.6","10/27/2024"
"055876","CA","37.7","0.0","10/27/2024"
"055884","CA","65.0","0.5","10/27/2024"
"055885","CA","46.6","9.1","10/27/2024"
"055886","CA","16.0","0.9","10/27/2024"
"055887","CA","47.9","10.8","10/27/2024"
"055888","CA","0.0","0.0","10/27/2024"
"055890","CA","1.1","0.8","10/27/2024"
"055892","CA","88.9","48.9","10/27/2024"
"055894","CA","16.3","0.0","10/27/2024"
"055899","CA","58.6","44.0","10/27/2024"
"055906","CA","53.4","17.6","10/27/2024"
"055910","CA","15.7","23.9","10/27/2024"
"055914","CA","63.6","69.7","10/27/2024"
"055916","CA","0.0","0.0","10/27/2024"
"055917","CA","55.6","2.4","10/27/2024"
"055918","CA","42.2","11.7","10/27/2024"
"055919","CA","56.3","19.6","10/27/2024"
"055922","CA","31.2","7.6","10/27/2024"
"055929","CA","38.6","8.9","10/27/2024"
"055932","CA","21.7","2.3","10/27/2024"
"055935","CA","0.0","3.0","10/27/2024"
"055952","CA","96.5","1.7","10/27/2024"
"055954","CA","54.9","17.7","10/27/2024"
"055955","CA","0.0","1.9","10/27/2024"
"055956","CA","25.0","14.6","10/27/2024"
"055957","CA","6.1","2.9","10/27/2024"
"055959","CA","65.9","21.1","10/27/2024"
"055960","CA","23.9","17.5","10/27/2024"
"055962","CA","54.9","4.9","10/27/2024"
"055963","CA","73.3","29.5","10/27/2024"
"055964","CA","27.9","11.7","10/27/2024"
"055968","CA","52.0","22.9","10/27/2024"
"055975","CA","80.8","58.3","10/27/2024"
"055977","CA","64.3","0.0","10/27/2024"
"055979","CA","51.7","22.0","10/27/2024"
"055983","CA","54.9","0.0","10/27/2024"
"055984","CA","53.0","8.5","10/27/2024"
"055987","CA","52.5","0.0","10/27/2024"
"055988","CA","12.8","1.9","10/27/2024"
"055989","CA","34.4","4.1","10/27/2024"
"055991","CA","Not Available","Not Available","10/27/2024"
"055992","CA","66.7","28.6","10/27/2024"
"055995","CA","29.1","3.3","10/27/2024"
"055996","CA","17.7","9.7","10/27/2024"
"056007","CA","54.1","5.9","10/27/2024"
"056008","CA","67.1","66.9","10/27/2024"
"056010","CA","15.0","9.1","10/27/2024"
"056014","CA","46.8","11.1","10/27/2024"
"056017","CA","65.5","30.5","10/27/2024"
"056019","CA","46.2","2.8","10/27/2024"
"056021","CA","55.6","11.2","10/27/2024"
"056023","CA","52.2","15.2","10/27/2024"
"056024","CA","0.0","0.0","10/27/2024"
"056026","CA","52.1","37.7","10/27/2024"
"056031","CA","50.0","19.4","10/27/2024"
"056035","CA","65.5","9.3","10/27/2024"
"056037","CA","62.2","1.4","10/27/2024"
"056039","CA","4.9","1.2","10/27/2024"
"056040","CA","0.0","1.5","10/27/2024"
"056042","CA","22.4","8.2","10/27/2024"
"056043","CA","Not Available","Not Available","10/27/2024"
"056048","CA","46.9","1.1","10/27/2024"
"056052","CA","55.4","19.0","10/27/2024"
"056053","CA","40.0","20.4","10/27/2024"
"056055","CA","70.9","15.9","10/27/2024"
"056056","CA","22.2","21.4","10/27/2024"
"056058","CA","Not Available","Not Available","10/27/2024"
"056062","CA","48.9","10.0","10/27/2024"
"056063","CA","31.4","7.5","10/27/2024"
"056065","CA","0.0","0.0","10/27/2024"
"056066","CA","28.8","1.9","10/27/2024"
"056069","CA","42.3","2.4","10/27/2024"
"056071","CA","82.1","22.5","10/27/2024"
"056072","CA","54.1","15.0","10/27/2024"
"056073","CA","57.0","10.8","10/27/2024"
"056074","CA","Not Available","Not Available","10/27/2024"
"056076","CA","65.6","15.2","10/27/2024"
"056077","CA","68.2","11.8","10/27/2024"
"056078","CA","88.6","100.0","10/27/2024"
"056079","CA","89.1","1.8","10/27/2024"
"056080","CA","Not Available","Not Available","10/27/2024"
"056082","CA","40.2","19.9","10/27/2024"
"056083","CA","70.8","8.2","10/27/2024"
"056084","CA","23.6","19.0","10/27/2024"
"056090","CA","Not Available","0.0","10/27/2024"
"056092","CA","9.5","0.7","10/27/2024"
"056095","CA","0.0","0.7","10/27/2024"
"056096","CA","49.2","1.1","10/27/2024"
"056098","CA","73.5","0.0","10/27/2024"
"056100","CA","4.3","0.0","10/27/2024"
"056101","CA","4.5","5.3","10/27/2024"
"056103","CA","3.3","5.2","10/27/2024"
"056104","CA","21.7","6.1","10/27/2024"
"056105","CA","13.7","4.7","10/27/2024"
"056107","CA","0.0","1.7","10/27/2024"
"056109","CA","0.0","0.0","10/27/2024"
"056110","CA","11.8","11.8","10/27/2024"
"056111","CA","57.8","12.8","10/27/2024"
"056113","CA","12.7","5.2","10/27/2024"
"056114","CA","0.0","0.0","10/27/2024"
"056115","CA","21.3","2.1","10/27/2024"
"056116","CA","100.0","13.6","10/27/2024"
"056117","CA","49.5","5.7","10/27/2024"
"056118","CA","56.4","6.0","10/27/2024"
"056120","CA","39.1","15.7","10/27/2024"
"056121","CA","53.3","11.7","10/27/2024"
"056122","CA","0.0","2.1","10/27/2024"
"056124","CA","37.9","2.1","10/27/2024"
"056125","CA","84.9","5.2","10/27/2024"
"056127","CA","79.6","30.5","10/27/2024"
"056129","CA","50.3","0.5","10/27/2024"
"056132","CA","30.1","8.4","10/27/2024"
"056133","CA","7.2","1.1","10/27/2024"
"056136","CA","17.6","Not Available","10/27/2024"
"056137","CA","52.1","0.0","10/27/2024"
"056139","CA","0.0","1.2","10/27/2024"
"056143","CA","88.4","12.8","10/27/2024"
"056144","CA","34.8","19.3","10/27/2024"
"056145","CA","85.9","14.3","10/27/2024"
"056148","CA","72.7","23.9","10/27/2024"
"056149","CA","27.8","6.2","10/27/2024"
"056150","CA","67.1","8.1","10/27/2024"
"056151","CA","8.0","0.0","10/27/2024"
"056153","CA","0.0","0.0","10/27/2024"
"056155","CA","0.0","0.0","10/27/2024"
"056157","CA","64.1","5.8","10/27/2024"
"056158","CA","6.5","8.1","10/27/2024"
"056159","CA","41.0","6.2","10/27/2024"
"056162","CA","2.1","0.0","10/27/2024"
"056164","CA","43.8","2.6","10/27/2024"
"056166","CA","37.1","1.7","10/27/2024"
"056167","CA","45.1","19.6","10/27/2024"
